USERNAME,EMAIL,ACCOUNT_NAME,ACCOUNT_ID,ACCOUNT_LEVEL,WINS,LOSSES,WIN_RATE,LEAGUE_POINTS,RANK,TIER,OVERALL_SCORE,ROLE,SCHEDULE_TIME_START,SCHEDULE_TIME_END,AGREEABLENESS,CONSCIENTIOUSNESS,EXTRAVERSION,NEUROTICISM,OPENNESS
ThaoRau,solange.nikolaus@gmail.com,GingerVitis,d87064e1-d468-4c66-ba1e-4b3efb1c0d0b,175,365,311,54,72,II,SILVER,1075,TOP,17,20,1.3,1.6,3.4,3.2,4.9
NicholasHayes,hong.smith@yahoo.com,JoannaHand,58ed6f9e-6b0e-410e-af65-ff7d754795be,685,214,202,51.4,310,III,GOLD,2085,MID,21,0,2.8,3.1,1.1,3.9,4.3
ShaquitaBechtelar,julietta.kuhic@hotmail.com,IleneSouth,29e1ebc2-6d82-44fe-bdce-92390fe536ff,32,215,174,55.3,94,IV,BRONZE,732,SUPPORT,7,9,4.4,4.1,1.9,2.6,4.9
LatoriaCrooks,lu.gutmann@gmail.com,XavierMoney,37d52abe-8c2a-443e-b565-52637a5dca5b,12,228,220,50.9,479,II,GOLD,1312,TOP,19,21,2.7,2.4,1.9,1.9,1.5
DelenaCasper,marg.parker@hotmail.com,RockyMountain,354ed60f-9166-4cff-88d1-d90a9e2c4cc8,479,299,260,53.5,331,IV,BRONZE,1179,MID,16,19,4.5,3.9,3.9,3.9,5
MissDelorasFeest,paris.wuckert@gmail.com,RonA.Muck,42e4e038-2269-43a0-aa19-f41869d28d2f,252,154,140,52.4,419,I,MASTER,3052,TOP,12,13,2.3,4.4,4.3,3.7,3.1
JeneBarrows,justin.balistreri@hotmail.com,MabelSyrup,da1c1f17-9c57-4f2b-ab95-23f538c5a554,124,208,189,52.4,359,I,MASTER,2924,TOP,17,19,2.1,3.2,2.4,3.4,1.7
NeliaCartwrightSr.,lorine.keeling@yahoo.com,SandyC.Shore,5fdcb4d9-48a5-4a34-8e6d-11a495711215,431,333,322,50.8,377,III,IRON,631,SUPPORT,23,3,4.4,1.2,2.2,1,1.6
CharityJaskolski,dewey.satterfield@gmail.com,AnnaSeptic,b8fc12bd-6282-46d1-b3f4-0c78fb2b8c2a,439,312,282,52.5,428,II,PLATINUM,2139,SUPPORT,19,20,3.8,4.3,1.4,4.2,4.8
Mr.BretPagac,rene.johnson@gmail.com,WillPower,69536d6e-01b9-495a-9674-69627bdbddc5,56,467,458,50.5,475,IV,PLATINUM,1956,MID,14,17,4.5,4.6,1.1,3.4,1.7
MagalyHyatt,gavin.gleichner@hotmail.com,WillPower,99581f32-4af9-4468-b8fd-45ff70d6a961,426,257,231,52.7,625,I,CHALLENGER,3226,TOP,20,22,4.3,3.5,3.4,3.2,1.4
MatildaKirlinSr.,marta.mohr@gmail.com,EllieNoise,832ee4ec-f731-4af3-9c64-06f28a478885,668,156,147,51.5,424,I,SILVER,1468,SUPPORT,20,21,4.6,4.6,2.7,2.8,3.3
DakotaThiel,helena.hagenes@yahoo.com,SalMinella,2a75f10c-f427-4808-a76a-15750e56c276,31,364,334,52.1,465,I,MASTER,2831,SUPPORT,19,22,1.6,1.9,3.5,2.5,1.7
BrittanieMohr,spencer.lindgren@hotmail.com,FrankFurter,0816137c-2b34-4219-89d3-d68d1ac205af,427,357,340,51.2,571,I,CHALLENGER,3227,ADC,10,13,4.2,1.7,2.6,4.6,2
AlfredHackett,curtis.skiles@hotmail.com,DidiReelydoit,00274a93-82a8-4288-988d-8a6ac2771778,464,372,380,49.5,315,III,BRONZE,1064,MID,17,20,3.2,3.6,4.4,4.1,3
PamellaOsinskiDDS,garret.ortiz@hotmail.com,BuddySystem,41ccb591-bdce-4fcd-8362-5a76289e7fd6,304,331,265,55.5,312,I,GRANDMASTER,3104,MID,18,19,2.2,2.8,2,4,2.7
AlidaBeckerDVM,marcelo.gusikowski@yahoo.com,DaisyPicking,f0a1d1ab-f30f-46c6-8d75-1d3d50df7ab5,454,205,187,52.3,328,II,IRON,554,SUPPORT,3,4,3.9,2.6,4,1.4,4
IsaiahMacejkovic,jeanna.littel@gmail.com,RipTorn,190acea2-ed99-4025-965b-c32bddf7fef0,408,462,381,54.8,368,I,MASTER,3208,MID,23,3,2.9,4.9,4.4,3.7,2.3
DionJohnson,katharyn.conroy@yahoo.com,BrandyD.Cantor,78c297b8-d215-4f86-bdf9-86219110c98a,185,338,303,52.7,329,IV,GOLD,1685,JUNGLE,15,19,5,3.2,3.1,4.1,2.5
MikeCrist,jon.konopelski@yahoo.com,ArielHassle,d220f52e-03c5-4855-9351-9e7b4a495ab8,497,52,43,54.7,345,I,PLATINUM,2097,ADC,15,16,1.4,2.1,1.4,1.4,4.9
HarrietMcDermottII,johnathan.morissette@hotmail.com,DeeMajor,d9a30de1-2031-49d7-bad7-d8b0e1eb1c37,476,474,444,51.6,326,I,PLATINUM,2076,MID,10,11,2.9,2.4,2.1,1.9,2.7
BrendanReichelII,tobias.lindgren@yahoo.com,AnnaGraham,38432894-c908-4b17-8c17-69aa13c7024c,176,172,130,57,348,I,GOLD,1376,SUPPORT,20,23,4.2,3,1.7,2.5,2.6
KymberlyGleichner,mitchell.nienow@gmail.com,HelenBack,a49f9cfc-4a8f-4842-bb8f-2c53545fa9f7,215,193,164,54.1,623,I,CHALLENGER,3015,SUPPORT,13,14,1.7,1.6,2,4.7,1.2
KerrieLangworth,odell.rath@hotmail.com,BrandonIrons,075f1023-e247-409d-b34c-941c8aa7b0b4,203,297,251,54.2,461,III,IRON,403,MID,5,7,3.9,1.7,3,3.4,3.1
RussSchaefer,moshe.kris@hotmail.com,IleneDover,e4c1c8dc-d66e-4d6c-83c1-17ad0d1962a4,32,369,301,55.1,602,I,SILVER,832,JUNGLE,3,6,1.8,2.6,1.6,4.5,3.3
MagaretPollichJr.,alonso.kemmer@yahoo.com,PennyNichols,98b69bc4-e90b-4746-9d78-cc66502e412e,653,249,237,51.2,403,III,BRONZE,1253,TOP,21,1,4,1.6,2.8,1.5,3.4
Dr.SandraMayer,octavio.stanton@yahoo.com,RoryStorm,cf58691b-b02c-4f60-b5fc-ed8d1dab663d,468,147,114,56.3,604,III,DIAMOND,2668,TOP,8,10,4,2.3,2.9,2.9,2.7
MichelTowne,aleida.spencer@gmail.com,EastonWest,0fd97d14-74cb-4d2b-a8bc-c920ca096113,137,240,216,52.6,568,II,BRONZE,637,ADC,15,16,3.1,3.8,4.9,1.6,1.6
AlisaHillsSr.,troy.kris@hotmail.com,FordParker,f0d9ad65-b28e-4e9e-99b3-53f516dbbdbe,418,202,164,55.2,583,I,CHALLENGER,3218,TOP,9,12,2.8,3.1,3.7,1.1,2.8
ChristianDuBuque,randal.dietrich@gmail.com,RockyBeach,f4824dd7-ba1e-44af-a755-256b3be73cf4,314,158,151,51.1,23,IV,DIAMOND,2614,SUPPORT,18,20,3.5,3.8,2.6,3.9,4.9
MardellBartoletti,jospeh.willms@hotmail.com,NickL.Andime,9d540701-2e69-4d92-a198-1d840798ab3b,235,143,131,52.2,232,I,MASTER,3035,ADC,6,10,1.8,3.6,3.5,2.3,3.4
MissHirokoGibson,arthur.goodwin@hotmail.com,DeeSember,864f7f73-b3bc-4c40-973b-30b5988d07b9,689,209,184,53.2,1,III,GOLD,2089,SUPPORT,8,11,4.3,3.3,2.6,3.1,4.9
MissAlfredoTorp,peter.hansen@yahoo.com,TyKnotts,952863d4-45bd-4f76-a60d-c078c98f63ba,571,207,195,51.5,264,IV,IRON,871,TOP,4,7,4.1,4.7,2.3,3.1,3.4
FlorencioHagenes,guadalupe.langosh@gmail.com,BoD.Satva,9b8b8780-16e2-4137-901c-85427a944208,659,80,52,60.6,71,I,CHALLENGER,3459,ADC,18,21,4.1,3.7,1,1.7,3.9
GroverWalter,julieta.effertz@hotmail.com,PearlEWhite,3c58e867-d003-4f9d-8c84-e24f78265b2f,595,101,114,47,3,IV,SILVER,1695,ADC,9,10,2.8,1.9,3.8,2.3,2
FosterKuhic,antony.ullrich@gmail.com,DeeKay,dce8fee4-1265-4918-99bd-482fe7dec5c5,406,493,451,52.2,94,I,GRANDMASTER,3206,ADC,21,0,4.9,3.1,4.7,2.8,2.9
WadeKiehn,chad.witting@gmail.com,DanD.Lyon,829d022f-4626-429d-83a2-5e5e1a0571f5,684,71,17,80.7,1,IV,BRONZE,1384,ADC,6,9,3.3,3.8,1.9,2.5,1.8
DrucillaHills,billie.bergnaum@gmail.com,PegLegge,0c63c5c5-c950-4ce2-abc9-18750a06b36c,222,237,208,53.3,150,I,MASTER,3022,TOP,18,19,1.5,1.4,3.2,1.8,2.1
MissBrookDibbert,angelo.thompson@yahoo.com,MannyKinn,0eeedddd-8f20-43fe-940f-37e39af12dfb,545,168,140,54.5,1,I,MASTER,3345,MID,20,0,4.5,1.6,3.9,2.7,4.6
LorrettaHayes,devona.abernathy@gmail.com,DennisToffice,179a91e6-3b3c-450c-8a8b-22bfcc2e14fe,77,152,135,53,99,I,PLATINUM,1677,ADC,18,20,2.6,4.7,2.3,2.7,4.8
MikeWisozkIII,harris.senger@hotmail.com,ArtMajor,5ec8c91a-57ba-493e-a092-e48659b4d3bf,690,297,274,52,3,IV,GOLD,2190,TOP,5,8,3.6,1.8,2.2,3.6,1.7
GiselaFranecki,hortensia.sawayn@gmail.com,AnnaGraham,04eda8c1-930a-4881-b2b7-7cba53d0b44b,584,263,183,59,81,I,MASTER,3384,TOP,23,3,2.6,1.4,1.9,4,4.2
Mr.IsmaelBode,zonia.dach@yahoo.com,CandiceB.Fureal,66302e6c-f75c-44ef-80fc-a4d9933dc575,518,246,245,50.1,27,I,CHALLENGER,3318,JUNGLE,13,14,3.2,2.9,4.9,5,2.4
Mr.ShaneMarquardt,tomeka.nicolas@gmail.com,LynnGuini,5cf6da47-dd3e-4dc2-9bd3-d451d205039a,188,65,59,52.4,18,III,SILVER,1188,ADC,0,3,4.8,2.6,1.4,3.3,1
DonovanWindler,tennie.mayer@gmail.com,RichMann,83b7cbb3-ee15-45b3-bfd0-2fd456c22477,273,363,339,51.7,219,I,GRANDMASTER,3073,TOP,6,7,1.4,1.1,1.1,1.4,1.1
NicolleParisianDDS,hai.heaney@hotmail.com,KimPayneSlogan,c94c263c-06d8-4c37-813a-1b592ea60c66,699,187,183,50.5,80,IV,SILVER,1799,SUPPORT,10,14,3.4,2.8,2.3,3.7,2
DebOkuneva,jeannetta.stokes@gmail.com,ShirleyU.Jest,e061cef7-533f-4ec6-9877-270a71199d80,278,371,331,52.8,83,I,GRANDMASTER,3078,MID,15,19,3.2,3.3,3,2.7,4.8
Mr.TierraLedner,ahmad.goldner@yahoo.com,B.A.Ware,4116647f-ab49-4d2c-86dc-6e99c8fa79b4,125,31,27,53.4,42,I,MASTER,2925,MID,23,1,4.9,1.3,4,4.7,5
TierraMayer,octavio.schneider@hotmail.com,UleeDaway,5bcc1b7b-147b-4827-83f9-ad7476b11472,565,405,398,50.4,57,I,MASTER,3365,ADC,6,8,1.6,1.1,1.8,4.6,4.6
ElbertWalker,dee.padberg@hotmail.com,DougUpdegrave,fa4d1c8c-a914-4b7b-9666-4762a941effe,665,223,225,49.8,0,I,IRON,665,JUNGLE,16,18,1.5,2.7,4.3,4.3,3.2
LucianoHagenes,thurman.hermiston@yahoo.com,LynnO.Liam,c3bd9e44-94a8-4627-87d8-34274d52bcd4,211,88,89,49.7,0,I,IRON,211,ADC,10,11,4.4,1.9,2.1,1.4,4.7
KoreyHowell,laila.littel@yahoo.com,RussellSprout,5d78b0f1-5d12-4b0e-a048-887be6959b52,558,159,121,56.8,175,I,GOLD,1758,MID,9,13,2.8,1.6,3,3.6,3.3
GregorioPfannerstillV,lenore.klein@hotmail.com,JacquesStrap,7606ad2b-df54-47ae-ab5b-51d1e40962f7,619,181,150,54.7,20,I,IRON,619,MID,8,12,3.2,2.5,2.7,1.5,3.6
SammieKlocko,dennis.shields@gmail.com,MartyGraw,1aaac283-d233-42d3-948d-72960ad63341,337,452,426,51.5,106,I,MASTER,3137,SUPPORT,8,9,1.9,4.3,4.3,3.2,3.5
LucindaShields,ines.smith@hotmail.com,FerrisWheeler,2d18d35b-1e58-49f6-ba90-002c1638835b,161,187,160,53.9,31,I,CHALLENGER,2961,MID,22,23,3.7,1.7,2.4,4.6,3.6
Mrs.LesterCartwright,galina.donnelly@hotmail.com,DianeToluvia,c463a67e-664d-4dd1-bb2f-7508fef29a54,84,379,335,53.1,371,I,CHALLENGER,2884,JUNGLE,16,20,4,4.9,2.1,2.6,2.4
ChongGleichner,heath.stroman@yahoo.com,RogerOverandout,c2b08303-b34f-4b5f-a44a-292eaa137171,644,208,180,53.6,394,I,GRANDMASTER,3444,SUPPORT,16,18,4.4,1.1,3.7,1.3,3.4
MagalySwaniawski,milissa.prosacco@hotmail.com,RexKarrs,cdb61498-b752-42cf-a8b5-52ecf6f3b3e1,606,151,132,53.4,464,I,MASTER,3406,JUNGLE,13,16,2.3,3.8,2.4,3.1,1.9
BroderickSmith,merrill.hayes@gmail.com,KimPayneSlogan,69124f8a-c068-4c3e-b237-1168fe604c0c,480,233,227,50.7,340,II,IRON,580,MID,6,10,3.4,2,2.1,4.3,2.8
RaulPacocha,emerson.medhurst@gmail.com,TyKnotts,47e8004c-d15c-4b1f-8853-326171aae3ff,654,82,71,53.6,395,I,GRANDMASTER,3454,TOP,22,0,4.1,1,4.7,4.4,2.5
KeeshaGaylord,monica.jast@hotmail.com,TellyVision,bbfe5423-1be6-4500-a209-71cf5c9c6b2d,291,124,92,57.4,327,I,GRANDMASTER,3091,ADC,21,23,4.1,1.3,4.6,4.4,2
LeighEbertDVM,annmarie.vonrueden@gmail.com,KenOppenner,d3b82c6e-1442-4356-9801-b3182b7629e5,377,174,137,55.9,504,II,PLATINUM,2077,ADC,11,12,3.8,2.6,2.9,3.1,1.1
TammieShanahanII,markita.muller@yahoo.com,EveNing,3a392e94-63fb-4399-b93d-cc54c739943b,693,106,70,60.2,657,II,BRONZE,1193,JUNGLE,23,1,4.1,4.6,4.3,4.4,3.1
Mr.ColemanKuhn,gregory.crooks@gmail.com,KayNeine,ab3cd760-59fb-498d-a259-b4e8a894fa6b,242,112,95,54.1,330,I,GOLD,1442,TOP,5,9,3.5,2,4.1,2.1,3
YangWuckert,faustino.weber@gmail.com,BessEaton,8fbf0c97-80de-4de2-9da3-7ed64b8dfe30,169,302,287,51.3,317,IV,PLATINUM,2069,MID,14,18,2.9,3.2,1.4,4.8,2.8
RaymondRyan,cruz.lubowitz@gmail.com,LunaTick,9ef12e20-faf8-4a1c-814b-551e9f1c89ed,269,308,277,52.6,501,I,MASTER,3069,MID,19,21,2.8,1.4,4.7,3.9,2.4
RendaTromp,odell.quigley@hotmail.com,NeveAdda,2b99dd78-7409-4d67-9e59-d16569304f5c,315,136,121,52.9,492,III,DIAMOND,2515,JUNGLE,21,1,1.8,1.3,1.1,3.2,2.2
PamellaMurray,delinda.funk@gmail.com,DanDruff,467477b4-c377-4796-ad08-8271009d9210,373,132,120,52.4,341,I,SILVER,1173,ADC,4,7,1.8,1.7,1.9,4.8,2.3
LazaroKoeppII,alfonzo.smith@hotmail.com,MylesLong,e13ad757-3f97-4ce0-9d1d-a92df1edc9bd,208,205,178,53.5,578,I,MASTER,3008,MID,2,4,1.5,4.5,1.3,1.3,1.7
DianeWard,donn.berge@yahoo.com,AdamBaum,7e77c962-712a-4aac-aa05-17369aa4f5d8,637,467,441,51.4,473,I,DIAMOND,2637,JUNGLE,6,7,4.2,4.6,1.4,3.3,3.6
ShaunteSanford,roosevelt.denesik@hotmail.com,RyanCoke,cd512914-d27a-4521-ad9c-eaf784b2200a,32,437,384,53.2,332,I,PLATINUM,1632,JUNGLE,18,20,1.7,2.1,4.9,3.3,5
DeberaRowe,prince.littel@hotmail.com,ColetteA.Day,62791a08-d79e-4607-b5d3-b2ede7312a83,261,277,233,54.3,328,I,IRON,261,MID,5,9,1.5,1.8,4.7,2.6,3.7
OtiliaMoenDDS,millard.kiehn@hotmail.com,AdamZapel,31e7c6b1-1003-4296-9d6a-ff26373e0851,512,135,100,57.4,311,I,GOLD,1712,JUNGLE,21,23,2.2,1.5,4.1,2.2,3.6
MariannaSpencer,dulcie.schmeler@yahoo.com,PennyProfit,714b7e5e-24fe-4e16-b18e-cb60a71f1700,562,144,137,51.2,412,I,MASTER,3362,SUPPORT,2,5,2.3,4.8,1,1.3,4
NewtonFeil,karmen.runte@yahoo.com,LisaHonda,9a5904cf-30df-457f-928a-9be5d6eb6d88,623,179,138,56.5,543,I,BRONZE,1023,JUNGLE,1,4,4.9,2.9,2,4.4,1.9
BrandonHoeger,vivian.jaskolski@gmail.com,DuaneDeVane,d666210c-b39d-4f7e-bd39-a34cdedd9f4e,157,108,89,54.8,610,II,IRON,257,JUNGLE,21,22,2.4,1.3,2.9,2,2.4
Ms.GraigMacejkovic,geraldine.hintz@hotmail.com,RhodaBooke,0db100e3-751b-40b1-bfed-e10481bb6f52,660,325,278,53.9,474,I,GRANDMASTER,3460,MID,10,14,4.8,4.8,3.5,4.1,4.3
Mrs.ArthurTillman,hugh.predovic@yahoo.com,MidasWell,655585db-ede8-4f6e-8a71-f0f2ba688781,377,207,206,50.1,313,III,GOLD,1777,MID,6,8,1.5,1.7,2.2,1.3,4.4
CharleneKovacek,sanford.reynolds@hotmail.com,MylesLong,5119b805-7fd4-4b1c-baa7-8d8ff676db36,514,114,100,53.3,322,III,DIAMOND,2714,JUNGLE,23,1,3.9,4,3.2,4.5,3.5
EugeneFaySr.,freddy.kshlerin@gmail.com,WillieMaykit,a3575185-74ab-43bf-b792-303ddc2a8357,422,514,458,52.9,435,I,MASTER,3222,SUPPORT,18,21,1.4,2.7,4.7,3.6,3.6
MasonRenner,enid.stiedemann@hotmail.com,PhilA.Delphia,51b02ab4-a680-4a20-a572-9660ecb6078e,501,284,231,55.1,321,II,IRON,601,MID,0,3,2.1,4.8,4.4,2,1.8
Ms.BillAnkunding,stephen.goodwin@gmail.com,IonaFrisbee,c6b9cd58-9143-4cc5-a962-b4936b27a683,349,212,173,55.1,72,IV,GOLD,1849,TOP,14,17,2.4,4.6,4.1,1.1,1.9
TamaHarber,norbert.nikolaus@hotmail.com,DorisSchutt,cf0a5710-ffa3-489f-8bad-6f8f83ebf709,620,105,93,53,77,I,MASTER,3420,MID,14,17,2.9,2.8,1.6,3.1,4.5
IngaSmitham,rob.tremblay@hotmail.com,RexEasley,84ebdd45-dd55-47e8-8bdf-020db4db8250,259,162,131,55.3,1,I,SILVER,1059,TOP,11,14,3.2,4.9,3.1,4.1,3.1
Mrs.HershelStracke,herman.schulist@gmail.com,AnneTeak,1cebd44f-da2a-4b12-96be-306e5d081d6d,73,63,39,61.8,163,IV,DIAMOND,2373,MID,10,14,3.3,4.6,1.1,4.6,2.6
ManuelBartonII,raymundo.west@gmail.com,HammondEggs,c5b1aa50-320e-4347-a964-e5024e06f654,144,574,546,51.2,240,III,IRON,344,MID,19,22,3,1.2,1.7,4.4,2.7
MissClaudioCummerata,mirian.ferry@hotmail.com,HelenaHanbaskett,3bdc5ee8-840e-47bc-b15d-fa5204d8fcf3,614,206,173,54.4,306,III,IRON,814,JUNGLE,3,4,4.2,4.8,1.4,1.8,1.8
MicahHeathcote,collin.predovic@hotmail.com,PennyLane,a1df3378-2ff3-4b32-8665-cce64265493a,631,162,125,56.4,62,III,DIAMOND,2831,JUNGLE,1,3,3,2.1,1.6,4.8,2.4
EleanoreGusikowski,tyree.balistreri@gmail.com,JustinCaseyHowells,4b97124c-c2b7-4711-a230-24ac8008a8ac,498,301,277,52.1,10,II,BRONZE,998,SUPPORT,12,16,4.4,1.1,2.6,1.2,1.8
KennyZulaufMD,luciano.runte@yahoo.com,MichelleLynn,3544def3-3951-40ff-b167-f408fda43658,163,113,77,59.5,99,IV,GOLD,1663,MID,18,22,4.1,3.9,2.3,2.4,3.2
MeaganGerlach,harland.bailey@hotmail.com,RustyPipes,5a25fb97-70ea-452d-80c5-3e3e27d311cb,350,113,121,48.3,259,IV,GOLD,1850,ADC,2,4,1.8,3.9,1.3,2.8,2.7
LauretteJohnson,camelia.moore@yahoo.com,XavierMoney,04c13abd-5b36-4e52-b67e-0c811701b5ac,646,149,119,55.6,34,I,BRONZE,1046,JUNGLE,10,11,3.5,3,4.9,3.4,2.5
ErrolGraham,shaniqua.lockman@gmail.com,QuimbyIngmeen,404f53a9-c7d7-4178-aa5b-6b7ab8ab0d4a,228,281,256,52.3,36,I,IRON,228,SUPPORT,1,5,3.5,1.8,1.7,3.7,2.1
Ms.NydiaKoepp,pamelia.glover@gmail.com,NoahRiddle,696dc667-74c2-4d61-9aca-eb463448628a,630,283,233,54.8,47,I,CHALLENGER,3430,TOP,17,20,3.4,3.2,4.4,1.6,1.9
Mr.AhmedProhaska,harvey.weimann@hotmail.com,RodN.Reel,6d215c8c-067c-4036-9f51-fe921741fe4a,5,73,54,57.5,90,II,DIAMOND,2105,SUPPORT,21,23,3.6,3.2,4.4,3.1,2.1
NikiSwaniawski,mark.rice@hotmail.com,ChrisP.Nugget,863b8e3b-e2f0-47a9-a678-8a341f6b37d5,218,456,434,51.2,1,I,MASTER,3018,MID,20,22,2.4,4.6,2.7,3.9,2.5
ErickFeestDDS,kay.haley@gmail.com,PepeRoni,5bf1621c-961d-4d7d-ac23-760bebb1599b,292,52,38,57.8,1,I,GOLD,1492,MID,15,19,2.9,5,4.2,3.8,4.5
TameikaRatkeDVM,victoria.bergstrom@gmail.com,GeneE.Yuss,52ca6295-5e93-43ae-ba25-ed8585588ac7,5,156,61,71.9,1,III,BRONZE,605,SUPPORT,14,15,2.5,2.5,3.2,1.9,2.2
ClorindaKuvalis,sharyn.ferry@gmail.com,ChadTerbocks,6642b8ea-199a-48a2-a5b6-c878c00acc57,285,348,327,51.6,66,IV,BRONZE,985,TOP,13,15,3.3,4.3,4.7,1.4,3.3
DomingoSanford,jeffry.willms@yahoo.com,EdVenture,9ed0cf87-28bd-468c-bd6c-4d0fa9dd5f66,683,290,266,52.2,0,I,BRONZE,1083,ADC,13,17,1.3,1.5,3.8,3.7,2.6
KeenanHudsonII,kristopher.turcotte@gmail.com,LouDanObseen,a5881a67-7881-413e-8d4e-8a596ed94fd7,74,437,370,54.2,16,II,SILVER,974,JUNGLE,10,14,3.5,2.7,4,3.2,3
RickCrona,lourie.skiles@yahoo.com,DustyRhodes,62ab1e47-bf2d-46ad-9d4d-e836c52325f0,610,218,193,53,1,I,IRON,610,JUNGLE,5,8,4.6,4,4.3,4.9,3.4
DottieBaileyPhD,valentine.padberg@gmail.com,MollyKuehl,658aaaaa-f0fb-487a-9d83-3edee9b4e6b6,434,265,240,52.5,294,I,MASTER,3234,TOP,15,18,3.1,1.5,3.2,4.2,1.7
WinfordLittel,mimi.grimes@hotmail.com,ArielHassle,75cbd9fc-482d-4a3b-9506-2bc991e1dadd,432,141,101,58.3,86,I,MASTER,3232,MID,3,4,3.8,3.9,1.2,4,1.6
CristinaKozeyJr.,heidi.hand@hotmail.com,DanDeline,bd6bd984-c24d-4f19-b90c-732ca87c9742,349,388,332,53.9,0,III,DIAMOND,2549,MID,3,5,3.4,2.7,3.8,2.7,4.7
BookerRoweIV,daryl.collins@gmail.com,TomKatt,12ecf049-56f6-4ba3-9c35-acc3e14a7892,236,192,135,58.7,62,IV,GOLD,1736,MID,15,16,2.4,1.5,3.4,3.9,4.5
Ms.BettyeJakubowski,kathleen.dickens@gmail.com,MattTress,ff9a96ac-973a-474c-a0aa-1a7661b9d499,85,321,284,53.1,119,III,BRONZE,685,SUPPORT,22,0,4.8,1.9,4.5,2,3.7
TimikaBarrows,omar.torp@yahoo.com,WarrenT.,88329c7a-50b2-4395-b90c-cb39c99240d9,257,82,70,53.9,390,III,PLATINUM,2057,SUPPORT,23,2,3.8,4.7,3.2,4.2,2.1
LenitaDibbert,sigrid.gorczany@hotmail.com,KimPayneSlogan,f33b6fcc-7e2d-49d5-bb97-4f1da9018683,309,156,116,57.4,481,I,GRANDMASTER,3109,MID,19,21,4,3.1,2.4,4.8,1.4
VincenzoKovacek,andreas.legros@hotmail.com,OliverSutton,53e9e631-52a2-4ceb-accc-f5d41e40e567,148,149,140,51.6,324,I,CHALLENGER,2948,ADC,14,17,1.4,3.1,4.5,4.4,1.6
DarronHeidenreich,kathline.waters@gmail.com,MichaelOttoNuys,c784bd8b-ce9e-4bbc-a430-441dfcd31371,87,259,219,54.2,603,I,GRANDMASTER,2887,JUNGLE,11,15,4.4,1.5,3.6,4.2,3.1
Mr.LeviKunde,miki.waelchi@yahoo.com,ChrisP.Bacon,591fd0db-e3b6-44af-847c-5351607d8363,295,278,259,51.8,318,I,BRONZE,695,TOP,16,19,4.6,2.6,3.2,1.2,3.4
DamonLesch,ty.rodriguez@hotmail.com,RustyFender,c57bb0be-72c8-46aa-9d37-ea22bd81dad8,428,321,311,50.8,438,II,SILVER,1328,ADC,6,9,4,2,4.7,3,3
EldonMcDermott,hung.quitzon@hotmail.com,AlfAbet,fa026e47-1bda-490a-a0c8-199c31860c02,49,287,222,56.4,482,III,GOLD,1449,JUNGLE,11,15,1,2.9,4.6,3.2,2.3
JonasBreitenbergSr.,vera.connelly@hotmail.com,EveHill,f7eaf7fb-9b1d-4396-8810-91a16c90f422,653,68,46,59.6,516,I,PLATINUM,2253,TOP,4,5,4.2,2.9,4.8,2.7,3.7
GlindaCassin,julius.schultz@hotmail.com,UleeDaway,ff9081b4-7e0c-4942-9062-c9b12601d051,46,401,350,53.4,319,I,MASTER,2846,ADC,5,9,4.5,3.7,2.3,3.3,1.9
ColemanWillms,reed.rath@hotmail.com,RobA.Bank,f717f99a-c234-489d-9cc2-bc2396bd1e33,200,360,353,50.5,347,I,CHALLENGER,3000,ADC,23,1,1.1,3.9,2.3,4.6,4.8
Mr.LakishaBechtelar,debera.rogahn@gmail.com,JaneLinkfence,7ac31b3a-8f0a-4ed4-817c-54b8c132dd7e,517,147,133,52.5,356,I,MASTER,3317,MID,18,21,1.8,4.5,4.9,4.5,2.1
ShylaStiedemann,rory.howell@hotmail.com,DeeZaster,8b591564-80fb-4ace-9536-6953276aa8dc,648,316,293,51.9,517,I,MASTER,3448,JUNGLE,2,4,4.9,4.2,1.5,1.9,4.2
SydneyJohns,jacklyn.carroll@hotmail.com,RichGuy,07cce6dc-33db-43e7-b4d1-a5596bf72fc1,367,343,329,51,387,I,BRONZE,767,SUPPORT,11,13,2.6,3.8,1.4,1.9,4.1
Mr.SpencerBeahan,holley.simonis@yahoo.com,BrandyAnneKoch,5828eb6a-e3e6-4bea-ab11-849c2b8ebbec,178,168,139,54.7,579,I,GOLD,1378,TOP,12,13,2,1.5,1.6,3.5,4.7
MoseKassulke,gustavo.fritsch@hotmail.com,CheriPitts,06997c6c-6e20-40ab-b0c2-06ed7f414d1d,198,339,322,51.3,611,I,MASTER,2998,JUNGLE,4,5,1.6,2.5,2.8,1.9,3.3
ArlieHaleyIV,kathleen.halvorson@hotmail.com,BrookeTrout,8acc879b-957b-4c60-9b6f-f0f0621d38c4,61,104,92,53.1,367,I,CHALLENGER,2861,ADC,5,6,2.3,4.7,4.5,3,3.3
ThresaHarber,tori.grant@yahoo.com,JuanDeHattatime,b6a471e8-1e49-46c1-aa24-d103e75a12b7,605,166,161,50.8,346,IV,SILVER,1705,JUNGLE,9,10,2,2.6,2.4,1.2,1.8
TaylorBecker,sonya.koch@yahoo.com,MistyWaters,68ceb0de-1bb0-4878-9541-5f253d3c9f47,233,402,383,51.2,550,I,MASTER,3033,SUPPORT,11,13,4.5,4.2,3.9,1.5,4.6
